State,CMS Certification Number (CCN)*,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,How often the home health team began their patients care in a timely manner,How often the home health team taught patients (or their family caregivers) about their drugs,How often the home health team checked patients risk of falling,How often the home health team checked patients for depression,How often the home health team made sure that their patients have received a flu shot for the current flu season.,How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot).,With diabetes - how often the home health team got doctors orders and gave foot care and taught patients about foot care,How often the home health team checked patients for pain,How often the home health team treated their patients pain,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores),How often the home health team checked patients for the risk of developing pressure sores (bed sores),Count of non-reported behaviours,How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients had less pain when moving around,How often patients breathing improved,How often patients wounds improved or healed after an operation,How often patients got better at taking their drugs correctly by mouth,How often patients receiving home health care needed urgent unplanned care in the ER without being admitted,How often home health patients had to be admitted to the hospital,Count of non-reported outcomes,Non-trad Chronic,Lbl: Poor Hosp Rating 1SD,Lbl: Poor Hosp Rating 2SD,Lbl: Poor ER Rating 1SD,Lbl: Poor ER Rating 2SD,Lbl: Poor Pain Rating 1SD,Lbl: Poor Pain Rating 2SD,Lbl: Poor Drugs Rating 1SD,Lbl: Poor Drugs Rating 2SD
NC,347306,DUNN,28334,9108153122,Proprietary,1,1,1,1,1,1,09/01/1998,89,98,99,96,85,84,83,97,99,96,99,0,60,57,66,73,80,96,47,14,18,0,0,0,0,0,0,0,0,0,0
NC,347307,WADESBORO,28170,9108153122,Proprietary,1,1,1,1,1,1,09/01/1998,87,77,89,99,63,59,75,99,90,96,98,0,56,65,57,83,79,100,45,16,20,0,1,1,0,0,0,0,0,0,0
NC,347308,MAXTON,28364,9108441008,Proprietary,1,1,1,1,1,1,09/01/1998,92,84,98,82,36,24,85,100,100,95,98,1,43,47,60,63,,,35,20,17,2,1,0,0,1,0,0,0,0,0
NC,347309,SILER CITY,27344,9108153122,Proprietary,1,1,1,1,1,1,09/01/1998,88,93,92,99,83,78,74,99,97,95,99,0,56,64,60,59,71,89,39,13,17,0,0,0,0,0,0,0,0,0,0
NC,347310,THOMASVILLE,27360,9108153122,Proprietary,1,1,1,1,1,1,09/01/1998,91,97,100,99,88,86,96,100,99,97,100,0,62,73,65,77,76,,46,10,10,1,1,0,0,0,0,0,0,0,0
NC,347317,SHELBY,28150,7044843294,Proprietary,1,1,1,1,1,1,09/01/1998,90,80,98,99,73,72,89,99,97,95,100,0,63,58,65,65,66,90,47,16,15,0,0,0,0,0,0,0,0,0,0
NC,347318,KERNERSVILLE,27284,3367608336,Proprietary,1,1,1,1,1,1,06/01/1998,84,74,99,95,71,71,87,99,96,95,100,0,61,59,63,65,67,88,47,12,16,0,0,0,0,0,0,0,0,0,0
NC,347319,HERTFORD,27944,2523384066,Local,1,1,1,1,1,1,09/15/1998,90,96,100,98,63,66,92,99,98,97,97,0,54,39,50,64,53,90,43,13,23,0,0,1,0,0,0,0,0,0,0
NC,347320,CURRITUCK,27929,2523384066,Local,1,1,1,1,1,1,09/15/1998,88,93,100,97,79,75,85,99,99,97,99,0,60,44,66,58,55,96,49,8,18,0,0,0,0,0,0,0,0,0,0
NC,347321,CAMDEN,27921,2523384066,Local,1,1,1,1,1,1,09/15/1998,83,95,100,99,80,77,96,100,99,98,100,0,50,43,51,56,60,,31,16,18,1,1,0,0,0,0,0,0,1,0
NC,347322,EDENTON,27932,2523384066,Local,1,1,1,1,1,1,09/15/1998,90,97,99,97,67,71,96,99,100,100,98,0,58,46,64,69,61,79,45,19,20,0,0,1,0,1,0,0,0,0,0
NC,347325,SALISBURY,28147,7046337213,Proprietary,1,1,1,1,1,1,05/24/2001,97,92,100,94,52,59,86,99,95,90,99,0,70,67,71,72,73,91,60,11,14,0,1,0,0,0,0,0,0,0,0
NC,347326,GASTONIA,28054,7048641131,Proprietary,1,1,1,1,1,1,05/24/2001,97,95,100,93,93,92,92,100,97,94,100,0,72,66,77,75,79,100,51,14,16,0,0,0,0,0,0,0,0,0,0
NC,347328,ROCKY MOUNT,27804,2524437083,Proprietary,1,1,1,1,1,1,11/15/2002,82,79,100,99,80,78,84,99,92,88,99,0,55,54,53,71,72,76,52,16,17,0,0,0,0,0,0,0,0,0,0
NC,347329,WASHINGTON,27889,2529467145,Proprietary,1,1,1,1,1,1,11/07/2002,74,84,99,80,76,67,91,98,97,95,99,0,59,60,61,63,75,96,50,16,16,0,0,0,0,0,0,0,0,0,0
NC,347330,KING,27021,3369832110,Proprietary,1,1,1,1,1,1,07/03/2003,92,90,100,98,77,74,94,99,99,95,100,0,66,61,65,59,75,87,45,13,17,0,0,0,0,0,0,0,0,0,0
NC,347331,GOLDSBORO,27534,9197517254,Proprietary,1,1,1,1,1,1,12/03/2003,93,87,100,99,77,73,94,100,100,98,100,0,62,57,59,63,67,95,51,14,14,0,0,0,0,0,0,0,0,0,0
NC,347333,POLLOCKSVILLE,28573,2522241012,Proprietary,1,1,1,0,1,1,01/05/2004,94,78,98,100,74,76,94,99,99,96,100,0,58,54,62,61,67,76,42,13,16,0,0,0,0,0,0,0,0,0,0
NC,347334,DURHAM,27705,9108153122,Proprietary,1,1,1,1,1,1,10/01/2006,87,91,100,98,67,63,98,99,99,98,99,0,54,52,56,69,74,87,39,15,13,0,1,0,0,0,0,0,0,0,0
NC,347335,GREENSBORO,27408,9108153122,Proprietary,1,1,0,1,1,1,10/01/2006,91,100,100,100,95,95,100,100,100,100,99,0,67,82,72,66,,,44,10,8,2,1,0,0,0,0,0,0,0,0
ND,357002,JAMESTOWN,58401,7019524847,Other,1,1,1,1,1,1,07/01/1966,95,93,99,100,75,87,99,100,100,99,98,0,62,47,69,64,58,87,61,6,20,0,0,1,0,0,0,0,0,0,0
ND,357007,LARIMORE,58251,7013436244,Religious Affiliations,1,1,1,1,1,1,10/28/2003,97,86,100,99,84,95,95,98,99,95,97,0,34,35,40,39,36,100,34,18,14,0,0,0,0,1,0,1,0,0,0
ND,357013,DICKINSON,58601,7014564378,Religious Affiliations,1,1,1,1,1,1,03/05/1979,95,98,99,97,77,86,100,100,100,100,99,0,59,70,72,73,69,87,50,12,12,0,0,0,0,0,0,0,0,0,0
ND,357014,GRAND FORKS,58201,7017805880,Private,1,1,1,1,1,1,09/01/1979,99,100,100,100,83,89,99,100,100,100,100,0,71,70,78,80,77,92,59,15,19,0,0,0,0,0,0,0,0,0,0
ND,357016,BISMARCK,58501,7015304500,Religious Affiliations,1,1,1,1,1,1,03/11/1980,93,99,99,99,77,77,96,100,100,96,100,0,65,58,71,59,67,88,52,16,18,0,0,0,0,0,0,0,0,0,0
ND,357021,VALLEY CITY,58072,7018458518,Local,1,1,1,1,0,1,02/08/1982,96,99,100,97,87,88,100,100,100,95,100,1,56,63,69,70,88,,48,20,11,1,1,0,0,1,0,0,0,0,0
ND,357029,MANDAN,58554,7013238400,Other,1,1,1,1,1,1,10/25/1984,97,92,93,98,76,85,99,99,100,99,100,0,57,54,72,60,62,86,50,12,16,0,0,0,0,0,0,0,0,0,0
ND,357030,WILLISTON,58801,7017747430,Religious Affiliations,1,1,1,1,1,1,10/18/1984,96,93,100,98,89,81,100,100,100,100,100,0,49,48,63,60,63,,50,10,21,1,1,1,0,0,0,0,0,0,0
ND,357035,VALLEY CITY,58072,8558603464,Religious Affiliations,1,1,1,1,1,1,05/29/1985,96,100,100,100,90,91,100,100,100,100,100,0,67,52,73,70,75,93,56,8,18,0,0,0,0,0,0,0,0,0,0
ND,357037,FARGO,58122,7012344900,Other,1,1,1,1,1,1,08/30/1985,99,100,100,100,85,92,95,100,97,91,100,0,60,55,69,71,67,85,52,12,17,0,0,0,0,0,0,0,0,0,0
ND,357040,ROLLA,58367,7014776232,Proprietary,1,0,0,0,0,1,03/17/1986,96,95,100,92,87,93,100,99,98,95,98,1,31,31,66,69,,,51,25,28,2,1,1,1,1,1,0,0,0,0
ND,357042,BISMARCK,58501,7012557575,Religious Affiliations,1,1,1,1,0,1,11/09/1987,92,92,100,100,68,53,94,97,98,95,95,3,,,,,,,,,,9,1,,,,,,,,
ND,357044,MINOT,58701,7018575082,Private,1,1,1,1,1,1,02/26/1988,99,84,100,97,75,82,96,95,97,100,100,0,56,67,72,75,68,97,53,15,16,0,0,0,0,0,0,0,0,0,0
ND,357052,HAZEN,58545,7017487380,Other,1,1,1,1,1,1,04/25/1994,98,95,100,100,65,77,94,100,100,95,100,2,56,55,75,91,77,92,58,38,7,0,1,0,0,1,1,0,0,0,0
ND,357059,WAHPETON,58075,7016426667,Religious Affiliations,1,1,1,1,0,1,04/17/1997,90,98,100,95,89,72,94,100,98,95,98,2,50,39,49,51,42,,41,13,19,1,1,0,0,0,0,0,0,0,0
ND,357301,FARGO,58103,7012321245,Religious Affiliations,1,1,1,1,1,1,06/15/1999,98,97,99,100,63,67,100,100,100,100,100,0,63,64,73,70,62,,54,16,19,1,1,0,0,0,0,0,0,0,0
OH,367001,UPPER SANDUSKY,43351,4192943881,State/County,1,1,1,1,0,1,07/01/1966,98,82,99,99,81,86,99,100,97,97,98,0,63,57,56,53,58,96,54,21,16,0,0,0,0,1,1,0,0,0,0
OH,367002,TOLEDO,43624,4192550983,Private,1,1,1,1,1,1,07/01/1966,88,94,100,100,74,76,97,99,99,95,100,0,64,55,63,64,61,89,48,14,19,0,0,0,0,0,0,0,0,0,0
OH,367010,CONCORD,44077,4403502419,Private,1,1,1,1,1,1,07/01/1966,81,92,100,100,71,68,94,100,98,95,100,4,,,,,,,,9,18,7,1,0,0,0,0,,,,
OH,367011,COSHOCTON,43812,7406221736,Local,1,1,1,1,0,1,07/01/1966,89,98,100,100,80,81,100,100,99,100,100,0,66,62,64,68,49,95,39,17,14,0,0,0,0,1,0,0,0,0,0
OH,367016,AKRON,44320,3307451601,Private,1,1,1,1,1,1,07/01/1966,96,97,100,97,69,70,96,100,100,98,100,0,60,55,63,58,61,88,51,10,17,0,0,0,0,0,0,0,0,0,0
OH,367019,BELLEFONTAINE,43311,9375929040,State/County,1,1,1,1,0,1,07/01/1966,97,95,99,99,72,60,95,100,98,97,99,0,71,65,73,76,73,96,64,16,22,0,1,1,0,0,0,0,0,0,0
OH,367021,CALDWELL,43724,7407324958,State/County,1,1,1,1,0,1,07/01/1966,98,90,99,100,87,86,95,99,97,95,98,1,66,79,56,66,59,,63,9,22,1,1,1,0,0,0,0,0,0,0
OH,367022,CLEVELAND,44115,2169311400,Other,1,1,1,1,1,1,07/01/1966,92,98,99,100,75,72,99,100,100,100,100,0,66,56,59,62,53,88,48,11,19,0,0,0,0,0,0,0,0,0,0
OH,367027,FREMONT,43420,4193346191,Local,1,1,1,1,0,1,07/01/1966,91,100,95,95,78,77,94,98,100,100,95,1,47,48,45,54,51,,46,21,20,1,1,1,0,1,1,0,0,0,0
OH,367034,DAYTON,45422,9372254500,Local,1,1,1,1,0,0,01/01/1971,95,90,99,100,71,70,94,95,98,95,100,6,,,,,,,,,,9,1,,,,,,,,
OH,367039,CINCINNATI,45202,5133458000,Other,1,1,1,1,1,1,07/01/1966,91,97,94,99,72,69,97,99,99,99,98,0,69,54,78,77,76,97,61,13,18,0,0,0,0,0,0,0,0,0,0
OH,367055,SEAMAN,45679,9373863080,Other,1,1,1,1,1,1,07/01/1966,92,93,99,99,73,84,98,99,100,100,98,0,60,57,57,55,56,98,42,15,17,0,0,0,0,0,0,0,0,0,0
OH,367059,MOUNT GILEAD,43338,4199479127,State/County,1,1,1,1,1,1,07/01/1966,88,95,98,97,74,77,98,100,97,86,100,0,57,45,61,61,70,94,51,21,18,0,1,0,0,1,1,0,0,0,0
OH,367061,AUSTINTOWN,44515,3307793389,Proprietary,1,1,1,1,1,1,07/01/1966,98,99,100,98,41,51,98,99,100,99,99,0,65,59,82,72,64,90,64,7,12,0,0,0,0,0,0,0,0,0,0
OH,367067,CINCINNATI,45229,5133577408,Local,1,1,1,1,1,1,07/01/1966,82,92,100,100,82,92,97,100,100,95,100,1,53,34,47,55,50,,40,8,27,1,1,1,1,0,0,0,0,0,0
OH,367069,SALEM,44460,3303329986,Private,1,1,1,1,0,1,07/01/1966,91,95,100,100,77,79,87,100,98,97,99,0,59,72,69,75,76,93,57,14,15,0,0,0,0,0,0,0,0,0,0
OH,367070,COSHOCTON,43812,7406227406,Private,1,1,1,1,1,1,07/01/1966,95,99,100,100,81,87,100,100,100,100,99,0,63,50,73,60,77,,49,14,21,1,1,1,0,0,0,0,0,0,0
OH,367076,OTTAWA,45875,4195234449,State/County,1,1,1,1,1,1,07/26/1966,96,95,100,98,65,81,95,100,99,95,100,0,60,49,64,61,55,95,54,13,18,0,0,0,0,0,0,0,0,0,0
OH,367077,RAVENNA,44266,3302978899,State/County,1,1,1,1,1,1,08/12/1966,95,94,99,100,77,82,85,99,92,93,100,0,63,61,66,61,63,99,50,12,19,0,0,0,0,0,0,0,0,0,0
OH,367079,MOUNT VERNON,43050,7403922200,State/County,1,1,1,1,0,1,08/15/1966,95,92,100,95,62,72,95,98,98,98,95,0,63,62,65,65,65,98,43,18,14,0,1,0,0,1,0,0,0,0,0
OH,367085,SHELBY,44875,4193426366,Other,1,1,1,1,0,1,07/27/1966,93,97,100,100,80,76,100,99,100,100,98,0,64,59,64,54,71,,32,18,11,1,1,0,0,1,0,0,0,1,0
OH,367087,PORTSMOUTH,45662,7403565600,Private,1,1,1,1,1,1,09/01/1966,96,94,100,100,63,77,97,99,100,100,99,0,68,64,72,63,67,91,52,15,16,0,0,0,0,0,0,0,0,0,0
OH,367089,CELINA,45822,4195840143,State/County,1,1,1,1,1,1,08/30/1966,96,99,100,100,67,76,99,100,100,99,100,0,51,57,55,63,61,84,39,14,19,0,0,0,0,0,0,0,0,0,0
OH,367094,ALLIANCE,44601,3308217055,Other,1,1,1,1,1,1,11/08/1966,99,88,100,99,73,74,100,100,100,99,100,0,61,57,65,73,71,82,51,14,14,0,0,0,0,0,0,0,0,0,0
OH,367097,CHILLICOTHE,45601,7407751114,State/County,1,1,1,1,0,1,12/21/1966,92,93,99,100,71,79,100,99,99,99,98,0,64,58,61,67,51,,57,3,19,1,1,0,0,0,0,0,0,0,0
OH,367102,FINDLAY,45840,4194235351,Private,1,1,1,1,1,1,05/23/1967,98,99,100,98,80,84,97,100,98,98,99,0,51,52,58,62,58,92,48,10,14,0,0,0,0,0,0,0,0,0,0
OH,367103,MCARTHUR,45651,7405964573,Local,1,1,0,0,0,1,06/05/1967,96,99,100,99,79,87,97,99,98,95,100,0,67,65,57,63,54,,46,22,15,1,1,0,0,1,1,0,0,0,0
OH,367114,ZANESVILLE,43701,7404525458,Proprietary,1,1,1,1,1,1,01/01/1979,96,100,100,100,82,83,98,100,99,99,100,0,68,62,68,76,78,97,47,12,19,0,0,0,0,0,0,0,0,0,0
OH,367117,GALLIPOLIS,45631,7404465301,Other,1,1,1,0,0,1,06/24/1971,92,98,100,100,81,81,97,99,99,99,99,0,61,56,70,64,64,98,47,17,13,0,0,0,0,1,0,0,0,0,0
OH,367118,GEORGETOWN,45121,9373787550,Proprietary,1,1,1,1,0,1,01/10/1972,96,99,100,99,79,82,99,98,100,100,99,0,58,56,64,59,54,94,49,16,22,0,0,1,0,0,0,0,0,0,0
OH,367128,ASHTABULA,44004,4409924663,Private,1,1,1,1,1,1,08/19/1974,94,97,100,100,73,75,100,100,100,100,100,0,68,60,67,72,76,88,60,12,19,0,0,0,0,0,0,0,0,0,0
OH,367131,VAN WERT,45891,4192389223,Private,1,1,1,1,1,1,02/06/1975,97,98,100,99,74,79,98,99,99,98,100,0,50,38,51,51,46,79,36,13,14,0,0,0,0,0,0,0,0,0,0
OH,367134,EAST LIVERPOOL,43920,3303852333,Private,1,1,1,1,1,1,11/17/1975,89,99,100,100,77,80,99,100,99,99,100,0,65,61,68,68,73,86,53,15,18,0,0,0,0,0,0,0,0,0,0
OH,367135,STEUBENVILLE,43952,7402837501,Religious Affiliations,1,1,1,0,1,1,01/15/1976,94,75,99,100,69,78,98,100,100,98,100,0,66,56,64,59,70,88,44,14,18,0,0,0,0,0,0,0,0,0,0
OH,367137,LANCASTER,43130,7406874410,Proprietary,1,1,1,1,1,1,04/12/1976,88,55,95,99,74,74,91,100,96,95,100,0,62,50,67,68,73,92,55,12,17,0,0,0,0,0,0,0,0,0,0
OH,367139,CADIZ,43907,7409428370,Other,1,1,0,0,0,1,12/13/1976,92,99,100,100,11,17,100,99,100,100,100,0,48,30,46,44,43,90,24,8,32,0,1,1,1,0,0,1,0,1,0
OH,367140,PORT CLINTON,43452,4197346800,State/County,1,1,1,1,0,1,06/29/1977,96,99,100,99,73,85,99,100,100,100,100,0,58,44,58,68,63,,42,9,15,1,1,0,0,0,0,0,0,0,0
OH,367141,CARROLLTON,44615,3306277625,Private,1,1,1,1,0,1,07/01/1977,91,100,99,99,71,73,99,99,100,99,99,0,70,57,54,60,70,92,48,18,22,0,1,1,0,1,0,0,0,0,0
OH,367142,INDEPENDENCE,44131,2164444663,Private,1,1,1,1,1,1,08/16/1977,91,98,100,99,71,70,99,100,100,100,100,0,65,56,67,63,68,71,56,13,16,0,0,0,0,0,0,0,0,0,0
OH,367145,NAPOLEON,43545,4195995612,Local,1,1,1,1,0,1,05/10/1978,90,76,100,99,75,81,87,100,97,95,98,0,46,51,55,58,52,83,40,13,20,0,0,1,0,0,0,0,0,0,0
OH,367146,MARYSVILLE,43040,9376443211,State/County,1,1,1,1,1,1,10/20/1978,96,99,100,100,88,91,97,100,100,98,100,0,62,61,75,66,71,96,57,13,10,0,0,0,0,0,0,0,0,0,0
OH,367158,CLEVELAND,44120,2167918000,Other,1,1,1,1,1,1,10/07/1981,96,88,100,100,73,69,100,100,100,100,97,0,53,63,55,59,57,,55,15,20,1,1,1,0,0,0,0,0,0,0
OH,367159,AKRON,44319,3306444447,Proprietary,1,1,1,1,1,1,09/02/1981,96,96,100,99,61,66,96,98,99,98,100,0,63,64,83,73,82,,53,14,16,1,1,0,0,0,0,0,0,0,0
OH,367160,DAYTON,45439,9372086400,Other,1,1,1,1,1,1,09/24/1981,95,97,98,99,79,83,98,98,99,99,99,0,79,73,88,84,78,95,68,12,15,0,0,0,0,0,0,0,0,0,0
OH,367161,ELYRIA,44035,4403237300,Proprietary,1,1,1,1,1,1,01/28/1982,82,82,99,98,75,78,86,97,92,98,98,0,61,44,52,63,66,90,53,14,23,0,0,1,0,0,0,0,0,0,0
OH,367162,DAYTON,45439,9372936631,Proprietary,1,1,1,1,1,1,01/12/1982,84,92,96,90,44,41,95,89,97,91,97,0,62,56,78,65,68,,34,,,3,1,,,,,0,0,0,0
OH,367163,CINCINNATI,45236,5139841110,Proprietary,1,1,1,1,1,1,11/04/1981,87,94,100,96,47,64,99,98,99,99,97,0,67,60,70,67,62,93,55,14,16,0,0,0,0,0,0,0,0,0,0
OH,367164,GAHANNA,43230,6148883130,Proprietary,1,1,1,1,1,1,12/03/1981,92,83,99,98,72,74,98,99,100,100,99,0,62,49,64,58,69,100,43,17,15,0,0,0,0,1,0,0,0,0,0
OH,367165,DAYTON,45429,9372915330,Proprietary,1,1,1,1,0,1,11/24/1981,78,93,99,97,43,43,99,99,99,97,93,0,43,49,43,47,50,,35,20,13,1,1,0,0,1,0,1,0,0,0
OH,367166,TOLEDO,43606,4195784698,Proprietary,1,1,1,1,1,1,11/23/1981,86,89,96,97,53,45,97,96,98,100,98,0,44,49,57,58,70,,44,12,16,1,1,0,0,0,0,0,0,0,0
OH,367167,CINCINNATI,45212,5137314600,Proprietary,1,1,1,1,1,1,11/04/1981,88,96,99,99,76,80,99,99,100,99,99,0,64,64,70,63,64,89,56,12,18,0,0,0,0,0,0,0,0,0,0
OH,367173,MENTOR,44060,4403589200,Proprietary,1,1,1,1,1,1,02/04/1982,97,90,96,96,71,78,98,99,99,98,98,0,70,60,76,72,65,95,59,8,11,0,0,0,0,0,0,0,0,0,0
OH,367175,HOLLAND,43528,4198682909,Proprietary,1,1,1,1,1,1,03/17/1982,86,100,100,100,65,69,99,100,100,100,100,0,54,48,61,59,67,72,34,10,24,0,0,1,1,0,0,0,0,0,0
OH,367177,TOLEDO,43604,5676610614,Proprietary,1,1,1,1,1,1,01/13/1982,93,67,100,100,32,52,100,93,92,95,96,1,,,,,,,,,,9,1,,,,,,,,
OH,367190,AKRON,44333,3308365571,Proprietary,1,1,1,1,1,1,05/14/1982,94,84,99,98,69,72,93,99,96,92,98,0,48,45,47,67,58,,38,15,18,1,1,0,0,0,0,0,0,0,0
OH,367193,COLUMBUS,43229,6142683800,Proprietary,1,1,1,1,0,1,07/16/1982,87,65,97,96,59,0,89,100,92,86,100,0,,,,,,,,,,9,1,,,,,,,,
OH,367200,ATHENS,45701,7405948226,Private,1,1,1,1,1,1,10/05/1982,89,91,99,99,74,75,94,95,99,96,100,0,60,57,59,66,55,89,45,15,23,0,0,1,0,0,0,0,0,0,0
OH,367204,WINTERSVILLE,43953,8006762106,Proprietary,1,1,1,1,0,1,12/29/1982,99,83,100,100,80,79,95,99,100,98,100,0,51,51,64,53,40,74,35,13,13,0,1,0,0,0,0,0,0,0,0
OH,367208,LIMA,45806,4192282535,Proprietary,1,1,1,1,1,1,01/06/1983,93,95,100,94,79,80,98,99,100,99,99,0,57,50,61,60,64,92,49,13,16,0,0,0,0,0,0,0,0,0,0
OH,367218,LORAIN,44053,4409604545,Religious Affiliations,1,1,1,1,1,1,10/26/1983,83,98,96,99,68,80,98,99,100,98,100,0,58,58,65,71,65,86,48,12,18,0,0,0,0,0,0,0,0,0,0
OH,367238,SIDNEY,45365,9374989335,Other,1,1,1,1,1,1,07/15/1985,95,83,98,94,62,59,88,97,96,87,96,0,68,63,64,62,63,89,54,15,13,0,0,0,0,0,0,0,0,0,0
OH,367240,WILMINGTON,45177,9373829380,State/County,1,1,1,1,1,1,12/13/1983,95,91,94,100,70,72,98,100,100,96,100,0,68,74,75,88,91,93,68,17,15,0,1,0,0,1,0,0,0,0,0
OH,367249,KETTERING,45429,9372984331,Religious Affiliations,1,1,1,1,1,1,09/01/1984,91,96,100,99,82,92,100,98,99,97,99,0,61,55,63,67,66,93,39,,,2,1,,,,,0,0,0,0
OH,367251,ASHTABULA,44004,4409643332,Proprietary,1,1,1,1,0,1,10/22/1984,97,85,100,97,84,81,96,99,99,99,99,0,60,42,57,62,57,86,39,16,16,0,1,0,0,0,0,0,0,0,0
OH,367253,MIDDLEBURG HEIGHTS,44130,4408166850,Other,1,1,1,1,1,1,10/15/1984,96,81,99,97,70,64,93,99,100,96,97,0,56,48,61,60,62,93,44,10,16,0,0,0,0,0,0,0,0,0,0
OH,367254,KETTERING,45429,9374383844,Proprietary,1,1,1,0,1,1,10/23/1984,96,96,100,100,88,80,100,100,100,100,100,0,65,61,75,67,71,97,60,11,17,0,0,0,0,0,0,0,0,0,0
OH,367256,CANTON,44718,3304938803,Religious Affiliations,1,1,1,1,1,1,10/19/1984,81,95,100,100,77,80,98,100,100,99,100,0,57,59,53,53,53,88,32,13,17,0,0,0,0,0,0,0,0,1,0
OH,367257,WORTHINGTON,43085,6148470555,Proprietary,1,1,1,1,1,1,11/18/1983,94,90,97,98,74,74,91,94,96,92,97,0,56,60,63,62,65,83,50,10,18,0,0,0,0,0,0,0,0,0,0
OH,367260,PAULDING,45879,4193991160,Other,1,1,1,0,1,1,10/30/1984,92,90,82,100,63,71,94,99,99,99,99,0,47,54,56,64,49,,52,18,8,1,1,0,0,1,0,0,0,0,0
OH,367261,SYLVANIA,43560,4192912273,Private,1,1,1,1,1,1,10/24/1984,92,92,99,100,72,69,98,99,99,99,99,0,63,63,68,64,64,89,52,14,18,0,0,0,0,0,0,0,0,0,0
OH,367262,TOLEDO,43614,4194725350,Proprietary,1,1,1,1,1,1,11/21/1984,84,91,99,99,68,69,86,99,99,98,99,0,51,40,52,49,44,,51,15,29,1,1,1,1,0,0,0,0,0,0
OH,367263,PARMA,44134,4407433000,Other,1,1,1,1,1,1,12/19/1984,96,97,99,100,77,84,91,100,94,87,100,0,59,54,66,55,58,89,54,9,14,0,0,0,0,0,0,0,0,0,0
OH,367264,AKRON,44304,8002227318,Proprietary,1,1,1,1,1,1,11/29/1984,86,78,99,87,77,82,91,89,96,98,92,0,47,49,33,47,46,,36,16,12,1,1,0,0,0,0,1,0,0,0
OH,367268,CLYDE,43410,4194834040,Other,1,1,1,1,1,1,10/30/1984,99,73,100,96,79,79,98,100,96,100,100,0,61,57,73,80,70,,59,12,19,1,1,0,0,0,0,0,0,0,0
OH,367269,WASHINGTON CH,43160,7403332790,Proprietary,1,1,1,1,0,1,01/15/1985,99,69,84,99,80,86,67,99,86,75,100,0,62,62,58,64,78,92,53,15,12,0,0,0,0,0,0,0,0,0,0
OH,367270,CIRCLEVILLE,43113,7404747826,Proprietary,1,1,1,1,1,1,09/19/1984,99,99,96,100,83,86,100,100,100,100,99,0,64,65,52,63,60,,28,17,13,1,1,0,0,1,0,0,0,1,0
OH,367271,CHILLICOTHE,45601,7407794663,Private,1,1,1,1,1,1,01/08/1985,91,85,99,100,81,85,97,99,99,95,99,0,69,64,69,57,70,95,57,14,17,0,0,0,0,0,0,0,0,0,0
OH,367273,WESTERVILLE,43081,6142340100,Religious Affiliations,1,1,1,1,1,1,10/15/1984,91,98,100,100,83,88,98,100,100,99,100,0,65,59,68,63,66,86,52,12,15,0,0,0,0,0,0,0,0,0,0
OH,367277,MANSFIELD,44903,4195268442,Other,1,1,1,1,1,1,05/24/1988,100,99,100,100,77,79,100,100,100,100,100,0,64,65,68,74,64,96,65,17,15,0,0,0,0,1,0,0,0,0,0
OH,367284,MARION,43302,7403838770,Religious Affiliations,1,1,1,1,1,1,04/11/1985,90,97,100,100,74,85,99,100,100,100,99,0,58,61,58,59,65,91,44,15,16,0,0,0,0,0,0,0,0,0,0
OH,367290,CANTON,44708,3305884711,Other,1,1,1,1,1,1,07/01/1985,96,88,100,99,74,74,91,96,99,98,100,0,57,54,55,61,60,92,46,12,16,0,0,0,0,0,0,0,0,0,0
OH,367296,CINCINNATI,45236,5139241370,Proprietary,1,1,1,1,1,1,08/06/1985,96,99,100,100,82,81,98,100,100,100,100,0,53,45,50,47,40,86,39,12,13,0,0,0,0,0,0,1,0,0,0
OH,367299,TROY,45373,9373398200,Proprietary,1,1,1,1,1,1,08/22/1985,93,99,100,99,72,72,100,100,100,99,100,0,52,55,52,52,57,84,42,18,12,0,0,0,0,1,0,0,0,0,0
OH,367323,NEWARK,43055,7403498700,Proprietary,1,1,1,1,0,1,02/22/1995,93,86,99,92,79,81,94,98,95,93,95,0,67,66,70,66,72,95,49,13,18,0,0,0,0,0,0,0,0,0,0
OH,367324,CAMBRIDGE,43725,7404322966,Proprietary,1,1,1,1,1,1,04/14/1995,99,99,99,98,75,80,99,99,100,99,97,0,72,71,77,81,80,98,60,16,16,0,0,0,0,0,0,0,0,0,0
OH,367325,CENTERVILLE,45458,5134696334,Proprietary,1,1,1,1,0,1,06/19/1995,91,80,99,95,71,80,94,100,98,95,100,6,,,,,,,,,,9,1,,,,,,,,
OH,367329,BOARDMAN,44512,3307585759,Proprietary,1,1,1,1,0,1,07/09/1996,85,100,100,88,24,26,94,100,100,100,97,1,,,,,,,,,,9,1,,,,,,,,
OH,367331,ADA,45810,4196347443,Other,1,1,1,1,1,1,09/30/1996,93,98,99,99,76,88,98,99,100,97,99,0,54,40,59,68,45,81,35,9,22,0,0,1,0,0,0,0,0,0,0
OH,367335,CANTON,44718,3309221450,Proprietary,1,1,1,1,0,1,05/03/2001,93,93,100,84,30,30,100,100,100,95,98,1,,,,,,,,,,9,1,,,,,,,,
